Ti,V,Mn,Fe,Co,Ni,Zr,Mo,Sn,W,CP,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,Cation,Anion,P_low,P_high,CD,Cs
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,51.2,2.0,K,OH,0.0,0.5,5.0,367.0
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,51.2,2.0,K,OH,0.0,0.5,10.0,297.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,1.0,654.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,2.0,616.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,5.0,571.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,7.0,560.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,10.0,544.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,101.7,6.0,K,OH,0.0,0.45,10.0,2458.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,101.7,6.0,K,OH,0.0,0.45,15.0,2260.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,101.7,6.0,K,OH,0.0,0.45,20.0,2093.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,60.3,6.0,K,OH,0.0,0.45,1.0,574.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,60.3,6.0,K,OH,0.0,0.45,2.0,444.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,60.3,6.0,K,OH,0.0,0.45,3.0,358.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,60.3,6.0,K,OH,0.0,0.45,5.0,278.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,60.3,6.0,K,OH,0.0,0.45,10.0,188.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,60.3,6.0,K,OH,0.0,0.45,15.0,156.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,60.3,6.0,K,OH,0.0,0.45,20.0,133.0
False,False,False,False,True,False,False,False,False,False,True,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,2.0,535.0
False,False,False,False,True,False,False,False,False,False,True,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,3.0,496.0
False,False,False,False,True,False,False,False,False,False,True,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,5.0,462.0
False,False,False,False,True,False,False,False,False,False,True,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,10.0,324.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,1.0,589.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,3.0,552.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,5.0,530.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,7.0,507.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,10.0,479.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,1.0,822.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,3.0,753.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,5.0,713.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,7.0,682.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,10.0,630.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,1.0,448.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,3.0,427.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,5.0,406.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,7.0,385.0
False,False,False,False,True,False,False,False,False,False,True,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,10.0,348.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,1.0,1246.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,2.0,1178.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,4.0,1088.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,8.0,957.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,16.0,787.0
False,False,False,True,False,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,196.8,6.0,K,OH,0.0,0.5,1.0,1493.0
False,False,False,True,False,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,196.8,6.0,K,OH,0.0,0.5,2.0,1339.0
False,False,False,True,False,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,196.8,6.0,K,OH,0.0,0.5,5.0,1163.0
False,False,False,True,False,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,196.8,6.0,K,OH,0.0,0.5,10.0,980.0
False,False,False,True,False,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,196.8,6.0,K,OH,0.0,0.5,15.0,875.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,361.5,6.0,K,OH,0.0,0.5,0.5,2306.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,361.5,6.0,K,OH,0.0,0.5,1.0,2010.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,361.5,6.0,K,OH,0.0,0.5,2.0,1745.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,361.5,6.0,K,OH,0.0,0.5,5.0,1443.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,361.5,6.0,K,OH,0.0,0.5,10.0,1167.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,361.5,6.0,K,OH,0.0,0.5,15.0,1037.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,330.9,6.0,K,OH,0.0,0.5,2.0,2354.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,330.9,6.0,K,OH,0.0,0.5,5.0,2029.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,330.9,6.0,K,OH,0.0,0.5,10.0,1705.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,330.9,6.0,K,OH,0.0,0.5,15.0,1499.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,468.5,6.0,K,OH,0.0,0.5,10.0,2287.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,468.5,6.0,K,OH,0.0,0.5,15.0,2100.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,199.9,6.0,K,OH,0.0,0.5,0.5,2356.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,199.9,6.0,K,OH,0.0,0.5,1.0,2063.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,199.9,6.0,K,OH,0.0,0.5,2.0,1820.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,199.9,6.0,K,OH,0.0,0.5,5.0,1546.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,199.9,6.0,K,OH,0.0,0.5,10.0,1304.0
False,False,False,True,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,supported,199.9,6.0,K,OH,0.0,0.5,15.0,1111.0
False,False,False,False,True,True,False,False,False,False,True,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,1.0,2451.0
False,False,False,False,True,True,False,False,False,False,True,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,2.0,2302.0
False,False,False,False,True,True,False,False,False,False,True,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,5.0,2024.0
False,False,False,False,True,True,False,False,False,False,True,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,10.0,1768.0
False,False,False,False,True,True,False,False,False,False,True,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,20.0,1457.0
False,False,False,True,True,False,False,False,False,False,True,G-based,2D,irregular nanoparticles,supported,249.0,1.0,K,OH,0.0,0.5,5.0,2408.0
False,False,False,True,True,False,False,False,False,False,True,G-based,2D,irregular nanoparticles,supported,249.0,1.0,K,OH,0.0,0.5,10.0,2149.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,1.0,1008.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,2.0,964.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,5.0,873.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,8.0,788.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,10.0,740.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,1.0,808.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,3.0,750.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,7.0,710.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,13.0,690.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,25.0,650.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,50.0,560.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,1.0,518.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,2.0,397.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,3.0,331.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,5.0,272.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,10.0,215.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,1.0,689.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,2.0,538.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,3.0,456.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,5.0,384.0
False,False,False,False,True,False,False,False,False,False,True,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,10.0,317.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,1.0,1325.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,2.0,1247.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,3.0,1161.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,5.0,1048.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,8.0,918.0
False,False,False,False,True,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,10.0,860.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,0.5,146.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,1.0,139.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,2.0,125.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,5.0,112.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,10.0,72.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,0.5,405.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,1.0,385.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,2.0,278.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,5.0,200.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,10.0,158.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,0.5,825.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,1.0,782.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,2.0,550.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,5.0,375.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,10.0,268.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,2.0,513.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,5.0,434.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,10.0,368.0
False,False,False,False,True,False,False,False,False,False,True,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,15.0,324.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,24.2,2.0,Li,OH,0.0,0.55,5.0,1725.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,24.2,2.0,Li,OH,0.0,0.55,10.0,1584.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,24.2,2.0,Li,OH,0.0,0.55,15.0,1489.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,24.2,2.0,Li,OH,0.0,0.55,20.0,1411.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,24.2,2.0,Li,OH,0.0,0.55,30.0,1293.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,24.2,2.0,Li,OH,0.0,0.55,40.0,1193.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,19.9,6.0,K,OH,0.0,0.55,2.0,1073.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,19.9,6.0,K,OH,0.0,0.55,3.0,913.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,19.9,6.0,K,OH,0.0,0.55,5.0,745.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,19.9,6.0,K,OH,0.0,0.55,7.0,618.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,19.9,6.0,K,OH,0.0,0.55,10.0,481.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.3,1.0,K,OH,0.0,0.45,1.0,783.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.3,1.0,K,OH,0.0,0.45,2.0,590.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.3,1.0,K,OH,0.0,0.45,5.0,408.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.3,1.0,K,OH,0.0,0.45,10.0,310.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.3,1.0,K,OH,0.0,0.45,20.0,237.0
False,False,False,False,False,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.3,1.0,K,OH,0.0,0.45,50.0,169.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,66.5,6.0,K,OH,0.0,0.45,0.5,566.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,66.5,6.0,K,OH,0.0,0.45,1.0,537.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,66.5,6.0,K,OH,0.0,0.45,2.0,383.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,66.5,6.0,K,OH,0.0,0.45,4.0,219.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,66.5,6.0,K,OH,0.0,0.45,6.0,113.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,66.5,6.0,K,OH,0.0,0.45,8.0,48.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,66.5,6.0,K,OH,0.0,0.45,10.0,29.0
False,False,False,False,False,True,False,True,False,False,True,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,0.5,645.0
False,False,False,False,False,True,False,True,False,False,True,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,1.0,594.0
False,False,False,False,False,True,False,True,False,False,True,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,2.0,426.0
False,False,False,False,False,True,False,True,False,False,True,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,4.0,317.0
False,False,False,False,False,True,False,True,False,False,True,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,6.0,253.0
False,False,False,False,False,True,False,True,False,False,True,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,8.0,201.0
False,False,False,False,False,True,False,True,False,False,True,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,10.0,128.0
False,False,False,False,False,True,False,False,False,False,False,0,0,flower-like clusters,0,11.4,2.0,Li,OH,0.0,0.6,1.0,1355.0
False,False,False,False,False,True,False,False,False,False,False,0,0,flower-like clusters,0,11.4,2.0,Li,OH,0.0,0.6,2.0,1240.0
False,False,False,False,False,True,False,False,False,False,False,0,0,flower-like clusters,0,11.4,2.0,Li,OH,0.0,0.6,5.0,1133.0
False,False,False,False,False,True,False,False,False,False,False,0,0,flower-like clusters,0,11.4,2.0,Li,OH,0.0,0.6,10.0,1050.0
False,False,False,False,False,True,False,False,False,False,False,0,0,flower-like clusters,0,11.4,2.0,Li,OH,0.0,0.6,15.0,1000.0
False,False,False,False,False,True,False,False,False,False,False,0,0,flower-like clusters,0,11.4,2.0,Li,OH,0.0,0.6,20.0,967.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,59.2,6.0,K,OH,0.0,0.55,1.0,1020.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,59.2,6.0,K,OH,0.0,0.55,2.0,821.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,59.2,6.0,K,OH,0.0,0.55,3.0,729.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,59.2,6.0,K,OH,0.0,0.55,5.0,644.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,59.2,6.0,K,OH,0.0,0.55,7.0,602.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,59.2,6.0,K,OH,0.0,0.55,10.0,535.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,12.4,2.0,K,OH,0.0,0.4,2.0,1541.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,12.4,2.0,K,OH,0.0,0.4,3.0,1421.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,12.4,2.0,K,OH,0.0,0.4,4.0,1349.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,12.4,2.0,K,OH,0.0,0.4,8.0,1213.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,12.4,2.0,K,OH,0.0,0.4,10.0,1150.0
False,False,False,False,False,True,False,False,False,False,False,0,0,hollow morph,0,12.4,2.0,K,OH,0.0,0.4,20.0,874.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.4,2.0,K,OH,0.0,0.4,2.0,1660.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.4,2.0,K,OH,0.0,0.4,3.0,1528.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.4,2.0,K,OH,0.0,0.4,4.0,1449.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.4,2.0,K,OH,0.0,0.4,8.0,1326.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.4,2.0,K,OH,0.0,0.4,10.0,1263.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,6.4,2.0,K,OH,0.0,0.4,20.0,942.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,29.9,2.0,K,OH,0.0,0.4,2.0,2141.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,29.9,2.0,K,OH,0.0,0.4,3.0,2102.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,29.9,2.0,K,OH,0.0,0.4,4.0,2030.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,29.9,2.0,K,OH,0.0,0.4,8.0,1857.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,29.9,2.0,K,OH,0.0,0.4,10.0,1797.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,29.9,2.0,K,OH,0.0,0.4,20.0,1560.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,20.8,2.0,K,OH,0.0,0.4,2.0,1822.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,20.8,2.0,K,OH,0.0,0.4,3.0,1715.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,20.8,2.0,K,OH,0.0,0.4,4.0,1670.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,20.8,2.0,K,OH,0.0,0.4,8.0,1486.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,20.8,2.0,K,OH,0.0,0.4,10.0,1402.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,20.8,2.0,K,OH,0.0,0.4,20.0,1187.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,25.2,2.0,K,OH,0.0,0.4,2.0,1437.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,25.2,2.0,K,OH,0.0,0.4,3.0,1397.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,25.2,2.0,K,OH,0.0,0.4,4.0,1349.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,25.2,2.0,K,OH,0.0,0.4,8.0,1192.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,25.2,2.0,K,OH,0.0,0.4,10.0,1126.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,25.2,2.0,K,OH,0.0,0.4,20.0,835.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,12.9,2.0,K,OH,0.0,0.4,2.0,1831.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,12.9,2.0,K,OH,0.0,0.4,3.0,1575.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,12.9,2.0,K,OH,0.0,0.4,4.0,1560.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,12.9,2.0,K,OH,0.0,0.4,8.0,1345.0
